"КодЗаказа";"ДатаИсполнения";"стоимость";"СтранаПолучателя";"Марка";"Категория";"странаПоставщика";"КодСотрудника"
10840;16.2.1998 0:00:00;1439,99;"Венесуэлла";"Cote de Blaye";"Напитки";"Франция";4
10865;12.2.1998 0:00:00;13679,99;"Германия";"Cote de Blaye";"Напитки";"Франция";2
10895;23.2.1998 0:00:00;8100,00;"Австрия";"Cote de Blaye";"Напитки";"Франция";3
10899;26.2.1998 0:00:00;1223,99;"Венесуэлла";"Cote de Blaye";"Напитки";"Франция";5
10977;10.4.1998 0:00:00;5400,00;"Швеция";"Cote de Blaye";"Напитки";"Франция";8
11069;6.5.1998 0:00:00;3600,00;"Мексика";"Cote de Blaye";"Напитки";"Франция";1
11077;;341,99;"США";"Cote de Blaye";"Напитки";"Франция";1
10248;16.7.1996 0:00:00;35,30;"Финляндия";"Chartreuse verte";"Напитки";"Франция";5
10267;6.8.1996 0:00:00;7350,00;"Германия";"Chartreuse verte";"Напитки";"Франция";4
10273;12.8.1996 0:00:00;8378,99;"Германия";"Chartreuse verte";"Напитки";"Франция";3
10278;16.8.1996 0:00:00;0,00;"Швеция";"Chartreuse verte";"Напитки";"Франция";8
10285;26.8.1996 0:00:00;4703,99;"Германия";"Chartreuse verte";"Напитки";"Франция";1
10301;17.9.1996 0:00:00;1470,00;"Германия";"Chartreuse verte";"Напитки";"Франция";8
10303;18.9.1996 0:00:00;5291,99;"Испания";"Chartreuse verte";"Напитки";"Франция";7
10347;8.11.1996 0:00:00;588,00;"Бразилия";"Chartreuse verte";"Напитки";"Франция";4
10406;13.1.1997 0:00:00;264,59;"Бразилия";"Chartreuse verte";"Напитки";"Франция";7
10431;7.2.1997 0:00:00;5512,50;"Канада";"Chartreuse verte";"Напитки";"Франция";4
10448;24.2.1997 0:00:00;2940,00;"Аргентина";"Chartreuse verte";"Напитки";"Франция";4
10465;14.3.1997 0:00:00;2940,00;"Дания";"Chartreuse verte";"Напитки";"Франция";1
10474;21.3.1997 0:00:00;3087,00;"Мексика";"Chartreuse verte";"Напитки";"Франция";5
10482;10.4.1997 0:00:00;1470,00;"США";"Chartreuse verte";"Напитки";"Франция";1
10484;1.4.1997 0:00:00;1470,00;"Великобритания";"Chartreuse verte";"Напитки";"Франция";3
10498;11.4.1997 0:00:00;920,00;"Венесуэлла";"Chartreuse verte";"Напитки";"Франция";8
10522;6.5.1997 0:00:00;3679,99;"Германия";"Chartreuse verte";"Напитки";"Франция";4
10525;23.5.1997 0:00:00;2483,99;"Франция";"Chartreuse verte";"Напитки";"Франция";1
10534;14.5.1997 0:00:00;1471,99;"Германия";"Chartreuse verte";"Напитки";"Франция";8
10535;21.5.1997 0:00:00;1655,99;"Мексика";"Chartreuse verte";"Напитки";"Франция";4
10572;25.6.1997 0:00:00;9200,00;"Швеция";"Chartreuse verte";"Напитки";"Франция";3
10574;30.6.1997 0:00:00;368,00;"США";"Chartreuse verte";"Напитки";"Франция";4
10607;25.7.1997 0:00:00;7728,00;"США";"Chartreuse verte";"Напитки";"Франция";5
10641;26.8.1997 0:00:00;11040,00;"Венесуэлла";"Chartreuse verte";"Напитки";"Франция";4
10658;8.9.1997 0:00:00;12235,99;"Германия";"Chartreuse verte";"Напитки";"Франция";4
10659;10.9.1997 0:00:00;4195,19;"Бразилия";"Chartreuse verte";"Напитки";"Франция";7
10663;3.10.1997 0:00:00;5243,99;"Франция";"Chartreuse verte";"Напитки";"Франция";2
10684;30.9.1997 0:00:00;3680,00;"Германия";"Chartreuse verte";"Напитки";"Франция";3
10728;11.11.1997 0:00:00;1104,00;"Бразилия";"Chartreuse verte";"Напитки";"Франция";4
10744;24.11.1997 0:00:00;7359,99;"Дания";"Chartreuse verte";"Напитки";"Франция";6
10748;28.11.1997 0:00:00;7360,00;"США";"Chartreuse verte";"Напитки";"Франция";3
10754;27.11.1997 0:00:00;552,00;"Италия";"Chartreuse verte";"Напитки";"Франция";6
10807;30.1.1998 0:00:00;184,00;"Италия";"Chartreuse verte";"Напитки";"Франция";4
10811;8.1.1998 0:00:00;5520,00;"Венесуэлла";"Chartreuse verte";"Напитки";"Франция";8
10817;13.1.1998 0:00:00;9383,99;"Германия";"Chartreuse verte";"Напитки";"Франция";3
10837;23.1.1998 0:00:00;4600,00;"Швеция";"Chartreuse verte";"Напитки";"Франция";9
10879;12.2.1998 0:00:00;2208,00;"Финляндия";"Chartreuse verte";"Напитки";"Франция";3
10895;23.2.1998 0:00:00;16744,00;"Австрия";"Chartreuse verte";"Напитки";"Франция";3
10919;4.3.1998 0:00:00;3680,00;"Венесуэлла";"Chartreuse verte";"Напитки";"Франция";2
10978;23.4.1998 0:00:00;1840,00;"Бельгия";"Chartreuse verte";"Напитки";"Франция";9
11003;8.4.1998 0:00:00;1840,00;"США";"Chartreuse verte";"Напитки";"Франция";3
11038;30.4.1998 0:00:00;735,99;"Бельгия";"Chartreuse verte";"Напитки";"Франция";1
11063;6.5.1998 0:00:00;6623,99;"Ирландия";"Chartreuse verte";"Напитки";"Франция";3
10278;16.8.1996 0:00:00;2480,00;"Швеция";"Ipoh Coffee";"Напитки";"Сингапур";8
10284;27.8.1996 0:00:00;3255,00;"Германия";"Ipoh Coffee";"Напитки";"Сингапур";4
10291;4.9.1996 0:00:00;3347,99;"Бразилия";"Ipoh Coffee";"Напитки";"Сингапур";6
10351;20.11.1996 0:00:00;11338,24;"Австрия";"Ipoh Coffee";"Напитки";"Сингапур";1
10411;21.1.1997 0:00:00;4959,99;"Канада";"Ipoh Coffee";"Напитки";"Сингапур";9
10452;26.2.1997 0:00:00;14724,99;"США";"Ipoh Coffee";"Напитки";"Сингапур";8
10469;14.3.1997 0:00:00;263,49;"США";"Ipoh Coffee";"Напитки";"Сингапур";1
10491;8.4.1997 0:00:00;1976,24;"Португалия";"Ipoh Coffee";"Напитки";"Сингапур";8
10518;5.5.1997 0:00:00;1750,50;"Мексика";"Ipoh Coffee";"Напитки";"Сингапур";4
10551;6.6.1997 0:00:00;7780,00;"Португалия";"Ipoh Coffee";"Напитки";"Сингапур";4
10561;9.6.1997 0:00:00;1945,00;"Швеция";"Ipoh Coffee";"Напитки";"Сингапур";2
10576;30.6.1997 0:00:00;4084,50;"Мексика";"Ipoh Coffee";"Напитки";"Сингапур";3
10624;19.8.1997 0:00:00;1945,00;"США";"Ipoh Coffee";"Напитки";"Сингапур";4
10656;10.9.1997 0:00:00;4901,39;"США";"Ipoh Coffee";"Напитки";"Сингапур";6
10676;29.9.1997 0:00:00;4084,50;"Мексика";"Ipoh Coffee";"Напитки";"Сингапур";2
10691;22.10.1997 0:00:00;4668,00;"Германия";"Ipoh Coffee";"Напитки";"Сингапур";2
10721;31.10.1997 0:00:00;9238,74;"Германия";"Ipoh Coffee";"Напитки";"Сингапур";5
10745;27.11.1997 0:00:00;3112,00;"Германия";"Ipoh Coffee";"Напитки";"Сингапур";9
10796;14.1.1998 0:00:00;1945,00;"Венесуэлла";"Ipoh Coffee";"Напитки";"Сингапур";3
10832;19.1.1998 0:00:00;2489,59;"Франция";"Ipoh Coffee";"Напитки";"Сингапур";2
10944;13.3.1998 0:00:00;2625,75;"Канада";"Ipoh Coffee";"Напитки";"Сингапур";6
10978;23.4.1998 0:00:00;991,94;"Бельгия";"Ipoh Coffee";"Напитки";"Сингапур";9
11034;27.4.1998 0:00:00;2334,00;"США";"Ipoh Coffee";"Напитки";"Сингапур";8
11042;1.5.1998 0:00:00;2917,50;"Бразилия";"Ipoh Coffee";"Напитки";"Сингапур";2
10289;28.8.1996 0:00:00;2394,00;"Великобритания";"Chai";"Напитки";"Россия";7
10343;6.11.1996 0:00:00;13300,00;"Германия";"Chai";"Напитки";"Россия";4
10368;2.12.1996 0:00:00;8378,99;"Австрия";"Chai";"Напитки";"Россия";2
10370;27.12.1996 0:00:00;7980,00;"Швейцария";"Chai";"Напитки";"Россия";6
10426;6.2.1997 0:00:00;1862,00;"Испания";"Chai";"Напитки";"Россия";4
10436;11.2.1997 0:00:00;7181,99;"Франция";"Chai";"Напитки";"Россия";3
10439;10.2.1997 0:00:00;1596,00;"Канада";"Chai";"Напитки";"Россия";6
10451;12.3.1997 0:00:00;8378,99;"Германия";"Chai";"Напитки";"Россия";4
10470;14.3.1997 0:00:00;2128,00;"Франция";"Chai";"Напитки";"Россия";4
10479;21.3.1997 0:00:00;7980,00;"США";"Chai";"Напитки";"Россия";3
10557;6.6.1997 0:00:00;9975,00;"Германия";"Chai";"Напитки";"Россия";9
10565;18.6.1997 0:00:00;5386,49;"Канада";"Chai";"Напитки";"Россия";8
10574;30.6.1997 0:00:00;1995,00;"США";"Chai";"Напитки";"Россия";4
10629;20.8.1997 0:00:00;2992,50;"Испания";"Chai";"Напитки";"Россия";4
10668;23.9.1997 0:00:00;4488,74;"Германия";"Chai";"Напитки";"Россия";1
10681;30.9.1997 0:00:00;9310,00;"США";"Chai";"Напитки";"Россия";3
10757;15.12.1997 0:00:00;7980,00;"США";"Chai";"Напитки";"Россия";6
10796;14.1.1998 0:00:00;9309,99;"Венесуэлла";"Chai";"Напитки";"Россия";3
10832;19.1.1998 0:00:00;997,50;"Франция";"Chai";"Напитки";"Россия";2
10836;21.1.1998 0:00:00;9975,00;"Австрия";"Chai";"Напитки";"Россия";7
10845;30.1.1998 0:00:00;15960,00;"Германия";"Chai";"Напитки";"Россия";8
10859;2.2.1998 0:00:00;7481,25;"Германия";"Chai";"Напитки";"Россия";1
10872;9.2.1998 0:00:00;4738,12;"Испания";"Chai";"Напитки";"Россия";5
10876;12.2.1998 0:00:00;6650,00;"Франция";"Chai";"Напитки";"Россия";7
10957;27.3.1998 0:00:00;2660,00;"Венесуэлла";"Chai";"Напитки";"Россия";8
10968;1.4.1998 0:00:00;1330,00;"Австрия";"Chai";"Напитки";"Россия";1
11031;24.4.1998 0:00:00;6650,00;"США";"Chai";"Напитки";"Россия";6
11053;29.4.1998 0:00:00;6649,99;"Австрия";"Chai";"Напитки";"Россия";2
11072;;43225,00;"Австрия";"Chai";"Напитки";"Россия";4
11077;;645,05;"США";"Chai";"Напитки";"Россия";1
10250;12.7.1996 0:00:00;2141,99;"Бразилия";"Chang";"Напитки";"Россия";4
10251;15.7.1996 0:00:00;3360,00;"Франция";"Chang";"Напитки";"Россия";3
10278;16.8.1996 0:00:00;0,00;"Швеция";"Chang";"Напитки";"Россия";8
10303;18.9.1996 0:00:00;4535,99;"Испания";"Chang";"Напитки";"Россия";7
10328;17.10.1996 0:00:00;6720,00;"Португалия";"Chang";"Напитки";"Россия";4
10351;20.11.1996 0:00:00;1595,99;"Австрия";"Chang";"Напитки";"Россия";1
10366;30.12.1996 0:00:00;840,00;"Испания";"Chang";"Напитки";"Россия";8
10367;2.12.1996 0:00:00;2520,00;"Дания";"Chang";"Напитки";"Россия";7
10379;13.12.1996 0:00:00;3023,99;"Бразилия";"Chang";"Напитки";"Россия";2
10401;10.1.1997 0:00:00;3360,00;"США";"Chang";"Напитки";"Россия";1
10447;7.3.1997 0:00:00;5880,00;"Бразилия";"Chang";"Напитки";"Россия";4
10451;12.3.1997 0:00:00;4233,59;"Германия";"Chang";"Напитки";"Россия";4
10493;10.4.1997 0:00:00;2267,99;"Франция";"Chang";"Напитки";"Россия";4
10501;16.4.1997 0:00:00;855,00;"Венесуэлла";"Chang";"Напитки";"Россия";9
10503;16.4.1997 0:00:00;4210,00;"Ирландия";"Chang";"Напитки";"Россия";6
10514;16.5.1997 0:00:00;8209,50;"Австрия";"Chang";"Напитки";"Россия";3
10541;29.5.1997 0:00:00;6820,19;"Бразилия";"Chang";"Напитки";"Россия";2
10580;1.7.1997 0:00:00;5999,24;"Германия";"Chang";"Напитки";"Россия";4
10597;18.7.1997 0:00:00;2020,79;"Австрия";"Chang";"Напитки";"Россия";7
10638;1.9.1997 0:00:00;4420,50;"Венесуэлла";"Chang";"Напитки";"Россия";3
10664;19.9.1997 0:00:00;2683,87;"Португалия";"Chang";"Напитки";"Россия";1
10666;22.9.1997 0:00:00;2105,00;"Швейцария";"Chang";"Напитки";"Россия";7
10671;24.9.1997 0:00:00;2526,00;"Франция";"Chang";"Напитки";"Россия";1
10698;17.10.1997 0:00:00;12998,37;"Австрия";"Chang";"Напитки";"Россия";4
10730;14.11.1997 0:00:00;1999,74;"Франция";"Chang";"Напитки";"Россия";5
10736;21.11.1997 0:00:00;8420,00;"Ирландия";"Chang";"Напитки";"Россия";9
10765;9.12.1997 0:00:00;15155,99;"Германия";"Chang";"Напитки";"Россия";3
10806;5.1.1998 0:00:00;421,00;"Франция";"Chang";"Напитки";"Россия";3
10855;4.2.1998 0:00:00;2683,87;"США";"Chang";"Напитки";"Россия";3
10872;9.2.1998 0:00:00;4199,47;"Испания";"Chang";"Напитки";"Россия";5
10879;12.2.1998 0:00:00;2105,00;"Финляндия";"Chang";"Напитки";"Россия";3
10884;13.2.1998 0:00:00;2399,69;"США";"Chang";"Напитки";"Россия";4
10903;4.3.1998 0:00:00;4420,50;"Бразилия";"Chang";"Напитки";"Россия";3
11024;20.4.1998 0:00:00;4420,50;"Великобритания";"Chang";"Напитки";"Россия";4
10285;26.8.1996 0:00:00;5183,99;"Германия";"Genen Shouyu";"Приправы";"Япония";1
10294;5.9.1996 0:00:00;2592,00;"США";"Genen Shouyu";"Приправы";"Япония";4
10317;10.10.1996 0:00:00;2880,00;"США";"Genen Shouyu";"Приправы";"Япония";6
10348;15.11.1996 0:00:00;1835,99;"Германия";"Genen Shouyu";"Приправы";"Япония";4
10354;20.11.1996 0:00:00;1728,00;"Мексика";"Genen Shouyu";"Приправы";"Япония";8
10370;27.12.1996 0:00:00;1835,99;"Швейцария";"Genen Shouyu";"Приправы";"Япония";6
10406;13.1.1997 0:00:00;1440,00;"Бразилия";"Genen Shouyu";"Приправы";"Япония";7
10413;16.1.1997 0:00:00;3456,00;"Франция";"Genen Shouyu";"Приправы";"Япония";3
10477;25.3.1997 0:00:00;2160,00;"Португалия";"Genen Shouyu";"Приправы";"Япония";5
10522;6.5.1997 0:00:00;5759,99;"Германия";"Genen Shouyu";"Приправы";"Япония";4
10526;15.5.1997 0:00:00;1223,99;"Финляндия";"Genen Shouyu";"Приправы";"Япония";4
10576;30.6.1997 0:00:00;1800,00;"Мексика";"Genen Shouyu";"Приправы";"Япония";3
10590;14.7.1997 0:00:00;3600,00;"Канада";"Genen Shouyu";"Приправы";"Япония";4
10609;30.7.1997 0:00:00;540,00;"Франция";"Genen Shouyu";"Приправы";"Япония";7
10611;1.8.1997 0:00:00;1080,00;"Польша";"Genen Shouyu";"Приправы";"Япония";6
10628;20.8.1997 0:00:00;4500,00;"Франция";"Genen Shouyu";"Приправы";"Япония";4
10646;3.9.1997 0:00:00;2025,00;"Ирландия";"Genen Shouyu";"Приправы";"Япония";9
10689;7.10.1997 0:00:00;4725,00;"Швеция";"Genen Shouyu";"Приправы";"Япония";1
10691;22.10.1997 0:00:00;5400,00;"Германия";"Genen Shouyu";"Приправы";"Япония";2
10700;16.10.1997 0:00:00;719,99;"США";"Genen Shouyu";"Приправы";"Япония";3
10729;14.11.1997 0:00:00;9000,00;"Венесуэлла";"Genen Shouyu";"Приправы";"Япония";8
10752;28.11.1997 0:00:00;1440,00;"Великобритания";"Genen Shouyu";"Приправы";"Япония";2
10838;23.1.1998 0:00:00;540,00;"Венесуэлла";"Genen Shouyu";"Приправы";"Япония";3
10847;10.2.1998 0:00:00;11519,99;"США";"Genen Shouyu";"Приправы";"Япония";4
10863;17.2.1998 0:00:00;3059,99;"Венесуэлла";"Genen Shouyu";"Приправы";"Япония";4
10869;9.2.1998 0:00:00;7200,00;"Великобритания";"Genen Shouyu";"Приправы";"Япония";5
10905;6.3.1998 0:00:00;3419,99;"Бразилия";"Genen Shouyu";"Приправы";"Япония";9
10911;5.3.1998 0:00:00;1800,00;"Испания";"Genen Shouyu";"Приправы";"Япония";3
10918;11.3.1998 0:00:00;8100,00;"Канада";"Genen Shouyu";"Приправы";"Япония";3
10935;18.3.1998 0:00:00;3780,00;"Бразилия";"Genen Shouyu";"Приправы";"Япония";4
11003;8.4.1998 0:00:00;720,00;"США";"Genen Shouyu";"Приправы";"Япония";3
