КодЗаказа|ДатаРазмещения|Стоимость|СтранаПолучателя|Марка|Категория|странаПоставщика|КодСотрудника
10522|30.4.1997 0:00:00|3679,99|Германия|Chartreuse verte|Напитки|Франция|4
10525|2.5.1997 0:00:00|2483,99|Франция|Chartreuse verte|Напитки|Франция|1
10534|12.5.1997 0:00:00|1471,99|Германия|Chartreuse verte|Напитки|Франция|8
10535|13.5.1997 0:00:00|1655,99|Мексика|Chartreuse verte|Напитки|Франция|4
10572|18.6.1997 0:00:00|9200,00|Швеция|Chartreuse verte|Напитки|Франция|3
10574|19.6.1997 0:00:00|368,00|США|Chartreuse verte|Напитки|Франция|4
10607|22.7.1997 0:00:00|7728,00|США|Chartreuse verte|Напитки|Франция|5
10641|22.8.1997 0:00:00|11040,00|Венесуэлла|Chartreuse verte|Напитки|Франция|4
10658|5.9.1997 0:00:00|12235,99|Германия|Chartreuse verte|Напитки|Франция|4
10659|5.9.1997 0:00:00|4195,19|Бразилия|Chartreuse verte|Напитки|Франция|7
10663|10.9.1997 0:00:00|5243,99|Франция|Chartreuse verte|Напитки|Франция|2
10684|26.9.1997 0:00:00|3680,00|Германия|Chartreuse verte|Напитки|Франция|3
10728|4.11.1997 0:00:00|1104,00|Бразилия|Chartreuse verte|Напитки|Франция|4
10744|17.11.1997 0:00:00|7359,99|Дания|Chartreuse verte|Напитки|Франция|6
10748|20.11.1997 0:00:00|7360,00|США|Chartreuse verte|Напитки|Франция|3
10754|25.11.1997 0:00:00|552,00|Италия|Chartreuse verte|Напитки|Франция|6
10807|31.12.1997 0:00:00|184,00|Италия|Chartreuse verte|Напитки|Франция|4
10811|2.1.1998 0:00:00|5520,00|Венесуэлла|Chartreuse verte|Напитки|Франция|8
10817|6.1.1998 0:00:00|9383,99|Германия|Chartreuse verte|Напитки|Франция|3
10837|16.1.1998 0:00:00|4600,00|Швеция|Chartreuse verte|Напитки|Франция|9
10879|10.2.1998 0:00:00|2208,00|Финляндия|Chartreuse verte|Напитки|Франция|3
10895|18.2.1998 0:00:00|16744,00|Австрия|Chartreuse verte|Напитки|Франция|3
10919|2.3.1998 0:00:00|3680,00|Венесуэлла|Chartreuse verte|Напитки|Франция|2
10978|26.3.1998 0:00:00|1840,00|Бельгия|Chartreuse verte|Напитки|Франция|9
11003|6.4.1998 0:00:00|1840,00|США|Chartreuse verte|Напитки|Франция|3
11038|21.4.1998 0:00:00|735,99|Бельгия|Chartreuse verte|Напитки|Франция|1
11063|30.4.1998 0:00:00|6623,99|Ирландия|Chartreuse verte|Напитки|Франция|3
10278|12.8.1996 0:00:00|2480,00|Швеция|Ipoh Coffee|Напитки|Сингапур|8
10284|19.8.1996 0:00:00|3255,00|Германия|Ipoh Coffee|Напитки|Сингапур|4
10291|27.8.1996 0:00:00|3347,99|Бразилия|Ipoh Coffee|Напитки|Сингапур|6
10351|11.11.1996 0:00:00|11338,24|Австрия|Ipoh Coffee|Напитки|Сингапур|1
10411|10.1.1997 0:00:00|4959,99|Канада|Ipoh Coffee|Напитки|Сингапур|9
10452|20.2.1997 0:00:00|14724,99|США|Ipoh Coffee|Напитки|Сингапур|8
10469|10.3.1997 0:00:00|263,49|США|Ipoh Coffee|Напитки|Сингапур|1
10491|31.3.1997 0:00:00|1976,24|Португалия|Ipoh Coffee|Напитки|Сингапур|8
10518|25.4.1997 0:00:00|1750,50|Мексика|Ipoh Coffee|Напитки|Сингапур|4
10551|28.5.1997 0:00:00|7780,00|Португалия|Ipoh Coffee|Напитки|Сингапур|4
10561|6.6.1997 0:00:00|1945,00|Швеция|Ipoh Coffee|Напитки|Сингапур|2
10576|23.6.1997 0:00:00|4084,50|Мексика|Ipoh Coffee|Напитки|Сингапур|3
10624|7.8.1997 0:00:00|1945,00|США|Ipoh Coffee|Напитки|Сингапур|4
10656|4.9.1997 0:00:00|4901,39|США|Ipoh Coffee|Напитки|Сингапур|6
10676|22.9.1997 0:00:00|4084,50|Мексика|Ipoh Coffee|Напитки|Сингапур|2
10691|3.10.1997 0:00:00|4668,00|Германия|Ipoh Coffee|Напитки|Сингапур|2
10721|29.10.1997 0:00:00|9238,74|Германия|Ipoh Coffee|Напитки|Сингапур|5
10745|18.11.1997 0:00:00|3112,00|Германия|Ipoh Coffee|Напитки|Сингапур|9
10796|25.12.1997 0:00:00|1945,00|Венесуэлла|Ipoh Coffee|Напитки|Сингапур|3
10832|14.1.1998 0:00:00|2489,59|Франция|Ipoh Coffee|Напитки|Сингапур|2
10944|12.3.1998 0:00:00|2625,75|Канада|Ipoh Coffee|Напитки|Сингапур|6
10978|26.3.1998 0:00:00|991,94|Бельгия|Ipoh Coffee|Напитки|Сингапур|9
11034|20.4.1998 0:00:00|2334,00|США|Ipoh Coffee|Напитки|Сингапур|8
11042|22.4.1998 0:00:00|2917,50|Бразилия|Ipoh Coffee|Напитки|Сингапур|2
10289|26.8.1996 0:00:00|2394,00|Великобритания|Chai|Напитки|Россия|7
10343|31.10.1996 0:00:00|13300,00|Германия|Chai|Напитки|Россия|4
10368|29.11.1996 0:00:00|8378,99|Австрия|Chai|Напитки|Россия|2
10370|3.12.1996 0:00:00|7980,00|Швейцария|Chai|Напитки|Россия|6
10426|27.1.1997 0:00:00|1862,00|Испания|Chai|Напитки|Россия|4
10436|5.2.1997 0:00:00|7181,99|Франция|Chai|Напитки|Россия|3
10439|7.2.1997 0:00:00|1596,00|Канада|Chai|Напитки|Россия|6
10451|19.2.1997 0:00:00|8378,99|Германия|Chai|Напитки|Россия|4
10470|11.3.1997 0:00:00|2128,00|Франция|Chai|Напитки|Россия|4
10479|19.3.1997 0:00:00|7980,00|США|Chai|Напитки|Россия|3
10557|3.6.1997 0:00:00|9975,00|Германия|Chai|Напитки|Россия|9
10565|11.6.1997 0:00:00|5386,49|Канада|Chai|Напитки|Россия|8
10574|19.6.1997 0:00:00|1995,00|США|Chai|Напитки|Россия|4
10629|12.8.1997 0:00:00|2992,50|Испания|Chai|Напитки|Россия|4
10668|15.9.1997 0:00:00|4488,74|Германия|Chai|Напитки|Россия|1
10681|25.9.1997 0:00:00|9310,00|США|Chai|Напитки|Россия|3
10757|27.11.1997 0:00:00|7980,00|США|Chai|Напитки|Россия|6
10796|25.12.1997 0:00:00|9309,99|Венесуэлла|Chai|Напитки|Россия|3
10832|14.1.1998 0:00:00|997,50|Франция|Chai|Напитки|Россия|2
10836|16.1.1998 0:00:00|9975,00|Австрия|Chai|Напитки|Россия|7
10845|21.1.1998 0:00:00|15960,00|Германия|Chai|Напитки|Россия|8
10859|29.1.1998 0:00:00|7481,25|Германия|Chai|Напитки|Россия|1
10872|5.2.1998 0:00:00|4738,12|Испания|Chai|Напитки|Россия|5
10876|9.2.1998 0:00:00|6650,00|Франция|Chai|Напитки|Россия|7
10957|18.3.1998 0:00:00|2660,00|Венесуэлла|Chai|Напитки|Россия|8
10968|23.3.1998 0:00:00|1330,00|Австрия|Chai|Напитки|Россия|1
11031|17.4.1998 0:00:00|6650,00|США|Chai|Напитки|Россия|6
11053|27.4.1998 0:00:00|6649,99|Австрия|Chai|Напитки|Россия|2
11072|5.5.1998 0:00:00|43225,00|Австрия|Chai|Напитки|Россия|4
11077|6.5.1998 0:00:00|645,05|США|Chai|Напитки|Россия|1
10250|8.7.1996 0:00:00|2141,99|Бразилия|Chang|Напитки|Россия|4
10251|8.7.1996 0:00:00|3360,00|Франция|Chang|Напитки|Россия|3
10278|12.8.1996 0:00:00|0,00|Швеция|Chang|Напитки|Россия|8
10303|11.9.1996 0:00:00|4535,99|Испания|Chang|Напитки|Россия|7
10328|14.10.1996 0:00:00|6720,00|Португалия|Chang|Напитки|Россия|4
10351|11.11.1996 0:00:00|1595,99|Австрия|Chang|Напитки|Россия|1
10366|28.11.1996 0:00:00|840,00|Испания|Chang|Напитки|Россия|8
10367|28.11.1996 0:00:00|2520,00|Дания|Chang|Напитки|Россия|7
10379|11.12.1996 0:00:00|3023,99|Бразилия|Chang|Напитки|Россия|2
10401|1.1.1997 0:00:00|3360,00|США|Chang|Напитки|Россия|1
10447|14.2.1997 0:00:00|5880,00|Бразилия|Chang|Напитки|Россия|4
10451|19.2.1997 0:00:00|4233,59|Германия|Chang|Напитки|Россия|4
10493|2.4.1997 0:00:00|2267,99|Франция|Chang|Напитки|Россия|4
10501|9.4.1997 0:00:00|855,00|Венесуэлла|Chang|Напитки|Россия|9
10503|11.4.1997 0:00:00|4210,00|Ирландия|Chang|Напитки|Россия|6
10514|22.4.1997 0:00:00|8209,50|Австрия|Chang|Напитки|Россия|3
10541|19.5.1997 0:00:00|6820,19|Бразилия|Chang|Напитки|Россия|2
10580|26.6.1997 0:00:00|5999,24|Германия|Chang|Напитки|Россия|4
10597|11.7.1997 0:00:00|2020,79|Австрия|Chang|Напитки|Россия|7
10638|20.8.1997 0:00:00|4420,50|Венесуэлла|Chang|Напитки|Россия|3
10664|10.9.1997 0:00:00|2683,87|Португалия|Chang|Напитки|Россия|1
10666|12.9.1997 0:00:00|2105,00|Швейцария|Chang|Напитки|Россия|7
10671|17.9.1997 0:00:00|2526,00|Франция|Chang|Напитки|Россия|1
10698|9.10.1997 0:00:00|12998,37|Австрия|Chang|Напитки|Россия|4
10730|5.11.1997 0:00:00|1999,74|Франция|Chang|Напитки|Россия|5
10736|11.11.1997 0:00:00|8420,00|Ирландия|Chang|Напитки|Россия|9
10765|4.12.1997 0:00:00|15155,99|Германия|Chang|Напитки|Россия|3
10806|31.12.1997 0:00:00|421,00|Франция|Chang|Напитки|Россия|3
10855|27.1.1998 0:00:00|2683,87|США|Chang|Напитки|Россия|3
10872|5.2.1998 0:00:00|4199,47|Испания|Chang|Напитки|Россия|5
10879|10.2.1998 0:00:00|2105,00|Финляндия|Chang|Напитки|Россия|3
10884|12.2.1998 0:00:00|2399,69|США|Chang|Напитки|Россия|4
10903|24.2.1998 0:00:00|4420,50|Бразилия|Chang|Напитки|Россия|3
11024|15.4.1998 0:00:00|4420,50|Великобритания|Chang|Напитки|Россия|4
10285|20.8.1996 0:00:00|5183,99|Германия|Genen Shouyu|Приправы|Япония|1
10294|30.8.1996 0:00:00|2592,00|США|Genen Shouyu|Приправы|Япония|4
10317|30.9.1996 0:00:00|2880,00|США|Genen Shouyu|Приправы|Япония|6
10348|7.11.1996 0:00:00|1835,99|Германия|Genen Shouyu|Приправы|Япония|4
10354|14.11.1996 0:00:00|1728,00|Мексика|Genen Shouyu|Приправы|Япония|8
10370|3.12.1996 0:00:00|1835,99|Швейцария|Genen Shouyu|Приправы|Япония|6
10406|7.1.1997 0:00:00|1440,00|Бразилия|Genen Shouyu|Приправы|Япония|7
10413|14.1.1997 0:00:00|3456,00|Франция|Genen Shouyu|Приправы|Япония|3
10477|17.3.1997 0:00:00|2160,00|Португалия|Genen Shouyu|Приправы|Япония|5
10522|30.4.1997 0:00:00|5759,99|Германия|Genen Shouyu|Приправы|Япония|4
10526|5.5.1997 0:00:00|1223,99|Финляндия|Genen Shouyu|Приправы|Япония|4
10576|23.6.1997 0:00:00|1800,00|Мексика|Genen Shouyu|Приправы|Япония|3
10590|7.7.1997 0:00:00|3600,00|Канада|Genen Shouyu|Приправы|Япония|4
10609|24.7.1997 0:00:00|540,00|Франция|Genen Shouyu|Приправы|Япония|7
10611|25.7.1997 0:00:00|1080,00|Польша|Genen Shouyu|Приправы|Япония|6
10628|12.8.1997 0:00:00|4500,00|Франция|Genen Shouyu|Приправы|Япония|4
10646|27.8.1997 0:00:00|2025,00|Ирландия|Genen Shouyu|Приправы|Япония|9
10689|1.10.1997 0:00:00|4725,00|Швеция|Genen Shouyu|Приправы|Япония|1
10691|3.10.1997 0:00:00|5400,00|Германия|Genen Shouyu|Приправы|Япония|2
10700|10.10.1997 0:00:00|719,99|США|Genen Shouyu|Приправы|Япония|3
10729|4.11.1997 0:00:00|9000,00|Венесуэлла|Genen Shouyu|Приправы|Япония|8
10752|24.11.1997 0:00:00|1440,00|Великобритания|Genen Shouyu|Приправы|Япония|2
10838|19.1.1998 0:00:00|540,00|Венесуэлла|Genen Shouyu|Приправы|Япония|3
10847|22.1.1998 0:00:00|11519,99|США|Genen Shouyu|Приправы|Япония|4
10863|2.2.1998 0:00:00|3059,99|Венесуэлла|Genen Shouyu|Приправы|Япония|4
10869|4.2.1998 0:00:00|7200,00|Великобритания|Genen Shouyu|Приправы|Япония|5
10905|24.2.1998 0:00:00|3419,99|Бразилия|Genen Shouyu|Приправы|Япония|9
10911|26.2.1998 0:00:00|1800,00|Испания|Genen Shouyu|Приправы|Япония|3
10918|2.3.1998 0:00:00|8100,00|Канада|Genen Shouyu|Приправы|Япония|3
10935|9.3.1998 0:00:00|3780,00|Бразилия|Genen Shouyu|Приправы|Япония|4
11003|6.4.1998 0:00:00|720,00|США|Genen Shouyu|Приправы|Япония|3
11005|7.4.1998 0:00:00|360,00|Финляндия|Genen Shouyu|Приправы|Япония|2
11006|7.4.1998 0:00:00|1440,00|США|Genen Shouyu|Приправы|Япония|3
11025|15.4.1998 0:00:00|1619,99|Финляндия|Genen Shouyu|Приправы|Япония|6
11031|17.4.1998 0:00:00|8100,00|США|Genen Shouyu|Приправы|Япония|6
11035|20.4.1998 0:00:00|1800,00|Бельгия|Genen Shouyu|Приправы|Япония|2
11047|24.4.1998 0:00:00|3375,00|Великобритания|Genen Shouyu|Приправы|Япония|7
11070|5.5.1998 0:00:00|6119,99|Германия|Genen Shouyu|Приправы|Япония|2
10265|25.7.1996 0:00:00|9360,00|Франция|Vegie-spread|Приправы|Австралия|2
10279|13.8.1996 0:00:00|3510,00|Германия|Vegie-spread|Приправы|Австралия|8
10294|30.8.1996 0:00:00|4680,00|США|Vegie-spread|Приправы|Австралия|4
10302|10.9.1996 0:00:00|12480,00|Бельгия|Vegie-spread|Приправы|Австралия|4
10319|2.10.1996 0:00:00|2496,00|Мексика|Vegie-spread|Приправы|Австралия|7
10338|25.10.1996 0:00:00|6240,00|США|Vegie-spread|Приправы|Австралия|4
10339|28.10.1996 0:00:00|20747,99|Канада|Vegie-spread|Приправы|Австралия|2
10346|5.11.1996 0:00:00|10108,79|США|Vegie-spread|Приправы|Австралия|3
10415|15.1.1997 0:00:00|624,00|США|Vegie-spread|Приправы|Австралия|3
10430|30.1.1997 0:00:00|11231,99|Австрия|Vegie-spread|Приправы|Австралия|4
10431|30.1.1997 0:00:00|11700,00|Канада|Vegie-spread|Приправы|Австралия|4
10444|12.2.1997 0:00:00|3120,00|Швеция|Vegie-spread|Приправы|Австралия|3
10523|1.5.1997 0:00:00|8774,99|Великобритания|Vegie-spread|Приправы|Австралия|7
10530|8.5.1997 0:00:00|15600,00|Австрия|Vegie-spread|Приправы|Австралия|3
10550|28.5.1997 0:00:00|2807,99|Испания|Vegie-spread|Приправы|Австралия|7
10564|10.6.1997 0:00:00|5927,99|США|Vegie-spread|Приправы|Австралия|4
10573|19.6.1997 0:00:00|7020,00|Мексика|Vegie-spread|Приправы|Австралия|7
10607|22.7.1997 0:00:00|39000,00|США|Vegie-spread|Приправы|Австралия|5
10686|30.9.1997 0:00:00|9359,99|Австрия|Vegie-spread|Приправы|Австралия|2
10696|8.10.1997 0:00:00|7800,00|США|Vegie-spread|Приправы|Австралия|8
10698|9.10.1997 0:00:00|2963,99|Австрия|Vegie-spread|Приправы|Австралия|4
10714|22.10.1997 0:00:00|7897,50|США|Vegie-spread|Приправы|Австралия|5
10727|3.11.1997 0:00:00|7409,99|Италия|Vegie-spread|Приправы|Австралия|2
10773|11.12.1997 0:00:00|12870,00|Австрия|Vegie-spread|Приправы|Австралия|1
10795|24.12.1997 0:00:00|10237,50|Австрия|Vegie-spread|Приправы|Австралия|8
10801|29.12.1997 0:00:00|11700,00|Испания|Vegie-spread|Приправы|Австралия|4
10852|26.1.1998 0:00:00|2340,00|США|Vegie-spread|Приправы|Австралия|8
10861|30.1.1998 0:00:00|16380,00|США|Vegie-spread|Приправы|Австралия|4
10871|5.2.1998 0:00:00|5927,99|Франция|Vegie-spread|Приправы|Австралия|9
